0.0000000	0.7935254	-0.2679165	2.3022416	-2.0343250	0.2536683	-0.0000000	-0.2080000	0.1750735	0.0700000	1.5707964	-0.0000000	-2.0943990	-0.0001491	0.0000656	0.0000778	-0.0001434	0.0001491	-0.0000000	0.0000200	0.0000200	-0.0000200	-0.0000000	-0.0000000	-0.0000000	
0.0010000	7.6562341	-0.8619306	4.0405588	-5.8549976	-166.3153177	-106676.2601352	0.0985080	-0.0036345	-0.0432060	-2.0667154	-0.3871336	1.3635783	-104215577.2418087	2842179.7588264	-76578179.2092680	405192477.5131176	2807008563.5222931	1928940052096.5175781	68992362.0733259	212023069.3915556	12141510.7595110	373876898164.8679199	1695301608301.1625977	-993705340738.9699707	
0.0020000	1763114466.7135057	-2342732472.6410704	3053544613.8979850	24229732978.3873062	-50517946729.8056793	-34442384004743.9687500	-0.1054625	0.1946985	-0.0947847	2.4964699	0.2629295	2.1962264	645079185499818.2500000	-11750653892570750.0000000	20775775725708284.0000000	-162223781974645472.0000000	-719523413811701632.0000000	622813268306435375104.0000000	-14986347820481210.0000000	-57923785596089096.0000000	-29613461485148140.0000000	-133258502599873609728.0000000	-374279869092057251840.0000000	-515407632523487674368.0000000	
0.0030000	1238165025628.8017578	-22524429363689.4882813	39823290454325.6875000	-310904686258682.0625000	-1379137064828502.5000000	1193690985964742656.0000000	0.2806498	0.0843358	0.0501924	0.7832489	-0.2194629	1.0935148	-740890256989377527808.0000000	773764627338420551680.0000000	-1405254570987363762176.0000000	-9363265541268263927808.0000000	-17207187127711637176320.0000000	-23562780331915368065925120.0000000	1108238719319465525248.0000000	1559131602858720886784.0000000	548640401784065818624.0000000	3716836027671147997822976.0000000	16642890231480651970772992.0000000	-17100196553426231466393600.0000000	
0.0040000	-1420039281170238720.0000000	1483042012174467328.0000000	-2693392472136325120.0000000	-17946353560407629824.0000000	-32980861767292551168.0000000	-45161632362875435614208.0000000	0.1557598	-0.0688433	0.1156520	-0.2248096	0.6651822	-0.6354792	-32202851213091575869472768.0000000	-107192200197718922397483008.0000000	264458999825920731245445120.0000000	-1017344716825252333902364672.0000000	-827130597164361219305373696.0000000	858377383378937216698303905792.0000000	36594597254176454228312064.0000000	52498910824657511516209152.0000000	3600223621860312825724928.0000000	655771883741674129254021857280.0000000	190400606593560433121956986880.0000000	1063616704164930411213906509824.0000000	
0.0050000	-61722563677095257440256.0000000	-205451265694681687654400.0000000	506878929955293713399808.0000000	-1949916169315498885906432.0000000	-1585343682810424418369536.0000000	1645209573810548306991906816.0000000	0.3241816	-0.0570137	-0.0208815	-0.8811787	-0.2707477	2.6147151	-9801185684886943139102720.0000000	-32623381075461437103538176.0000000	80486918680746504447066112.0000000	-309630670875270263015997440.0000000	-251742783131174017391656960.0000000	261235179698849628453139906560.0000000	-2627312339631367832731648.0000000	10823123923461655245094912.0000000	8756646497318857227632640.0000000	-46067892780291988538886455296.0000000	201884538111496946143492833280.0000000	172368750848812746556959621120.0000000	
0.0060000	-37571343326613541486592.0000000	-125056156757096166064128.0000000	308532938802758988857344.0000000	-1186919234086739302678528.0000000	-965017057253996196003840.0000000	1001397339236288847966896128.0000000	0.2225388	-0.0997829	0.1864769	0.5530413	-0.1368745	2.8144268	-16801756494713085149315072.0000000	-55926084484837109227585536.0000000	137978098571538557705388032.0000000	-530791946315025634476163072.0000000	-431552643934186209575698432.0000000	447840517574203386023259406336.0000000	54401879631736588698910720.0000000	-5478082349437880163631104.0000000	-8333322151023635825950720.0000000	-52195572306849475827677003776.0000000	-235791127434742007755649843200.0000000	384605089668848207779829121024.0000000	
0.0070000	-70124317033752520818688.0000000	-233413394001468250390528.0000000	575866319418012842590208.0000000	-2215323202034033015914496.0000000	-1801140329438105162481664.0000000	1869102001396269579340087296.0000000	-0.1181012	0.2322697	0.2006023	-0.0822319	-0.4905490	-0.1095273	429601242041405174699115151360.0000000	-2240318892866708141237168242688.0000000	6560514904154338587308202131456.0000000	-26828148631839563088855732060160.0000000	-10801418142358530570749621567488.0000000	-23444392063583486992425136693444608.0000000	-725417932210696932806444974080.0000000	-784104500340157757786463141888.0000000	-1036271599762916532257894170624.0000000	12507235959964412877287444805844992.0000000	-1925051176425312024881506803515392.0000000	-26498393756797733418485805737836544.0000000	
0.0080000	823350574776950477308297216.0000000	-4294116983017993666039906304.0000000	12574745664699922194657968128.0000000	-51422254824412307586329608192.0000000	-20704048735817679154259689472.0000000	-44933703959232177736233626107904.0000000	-0.1271330	0.0289739	0.1268565	1.2312445	-0.7319969	-1.6604232	130736515921127002935591436288.0000000	-681875089887770110597804326912.0000000	1996774433854674457665594195968.0000000	-8165457960609478452295883554816.0000000	-3287688340817941486739646316544.0000000	-7134938217252315520314942003609600.0000000	-369676252625608946191159001088.0000000	-261003294769319922935900667904.0000000	-606941487107831118470926303232.0000000	2144418118557656671134521652936704.0000000	6728569083641531964544498882576384.0000000	-3197586890762403177892497930059776.0000000	
0.0090000	501120240172030854724321280.0000000	-2613975684015810863532343296.0000000	7654600948256668047504310272.0000000	-31302072236438686478064680960.0000000	-12603740346175665275362344960.0000000	-27349626190638811962505915531264.0000000	-0.2879382	-0.0342549	0.0801624	1.2530822	0.9899539	-0.5157748	224131742833713929412669341696.0000000	-1168888778318688209988233461760.0000000	3422943330823319638916397531136.0000000	-13997548795368880604908277989376.0000000	-5635728903799376138442717003776.0000000	-12231642544230805884773437464903680.0000000	-335597680205707529889421197312.0000000	-95663084104113293750668623872.0000000	-1017405523295913049672470495232.0000000	-5819979118076167792756677710708736.0000000	11632267081616040845116919129309184.0000000	-6959749377141131633720221621026816.0000000	
0.0100000	935391243559065490756206592.0000000	-4878645261304064832333414400.0000000	14286424297259437514647666688.0000000	-58421825410016221117110288384.0000000	-23522560516683266248727855104.0000000	-51048853470571220446735027404800.0000000	0.2009522	-0.1655445	0.1790262	1.2858230	-1.3855824	0.5539670	224131742833713929412669341696.0000000	-1168888778318688209988233461760.0000000	3422943330823319638916397531136.0000000	-13997548795368880604908277989376.0000000	-5635728903799376138442717003776.0000000	-12231642544230805884773437464903680.0000000	-612549686010556592078979072000.0000000	8699733223982146685268656128.0000000	297375130684613970323931398144.0000000	18408222611455996787969782397796352.0000000	11744324179959891775801137660166144.0000000	-18732039474960452096294142429102080.0000000	
0.0110000	1120608308512534912183566336.0000000	-5844611669443203936863387648.0000000	17115130587679156003328229376.0000000	-69989336357568686457142378496.0000000	-28179939185907042750855905280.0000000	-61156869211894324054615922835456.0000000	-0.0869924	-0.0422658	0.3339035	-1.3415679	1.0474701	-2.4304859	224131742833713929412669341696.0000000	-1168888778318688209988233461760.0000000	3422943330823319638916397531136.0000000	-13997548795368880604908277989376.0000000	-5635728903799376138442717003776.0000000	-12231642544230805884773437464903680.0000000	391861645590214697432819695616.0000000	222036894043124570920528642048.0000000	106860621888689174255090270208.0000000	-4796861642484844748358736033087488.0000000	-11905570098545156694050396748906496.0000000	-5538095008676486323560900502487040.0000000	
