1         	     0.00000000	     0.76651354	    -0.37790566	      2.2941479	     -1.9162422	     0.28068013	-9.7602082e-015	    -0.20799983	     0.17507332	    0.069999991	      1.5707963	 8.0536726e-015	     -2.0943990	 -0.00016443936	 6.4334459e-005	  0.00010293375	 -0.00016726821	  0.00016443936	 2.5670487e-019	 1.9960504e-005	 2.0022804e-005	-2.0005805e-005	 1.9698294e-019	-2.2046583e-019	 2.7105054e-020
2         	   0.0010000000	     0.76651338	    -0.37790355	      2.2941467	     -1.9162432	     0.28068029	-9.8059283e-015	    -0.20799998	     0.17507352	    0.069999980	      1.5707963	 8.0641995e-015	     -2.0943990	 -0.00016451255	 6.3954848e-005	  0.00010312156	 -0.00016707641	  0.00016451258	 1.3248956e-011	 1.9999989e-005	 1.9999994e-005	-1.9999999e-005	-6.0941806e-012	 1.1804801e-011	 2.8464164e-011
3         	   0.0020000000	     0.76651215	    -0.37790307	      2.2941475	     -1.9162444	     0.28068153	-9.7735105e-015	    -0.20799983	     0.17507367	    0.069999830	      1.5707963	 7.9579477e-015	     -2.0943990	  -0.0012339367	  0.00047970096	  0.00077346747	  -0.0012531684	   0.0012339367	-2.6875852e-012	  0.00015001121	  0.00015001121	 -0.00015001121	-7.6316842e-012	-1.0933754e-011	-2.7959382e-012
4         	   0.0030000000	     0.76650894	    -0.37790182	      2.2941495	     -1.9162477	     0.28068473	-9.7781720e-015	    -0.20799944	     0.17507406	    0.069999440	      1.5707963	 8.0411636e-015	     -2.0943990	  -0.0032060716	   0.0012464087	   0.0020096451	  -0.0032560538	   0.0032060716	 6.0205058e-013	  0.00038976612	  0.00038976612	 -0.00038976612	-1.7515211e-012	-8.8350210e-013	 5.2508124e-012
5         	   0.0040000000	     0.76650269	    -0.37789939	      2.2941534	     -1.9162540	     0.28069099	-9.8235314e-015	    -0.20799868	     0.17507482	    0.069998680	      1.5707963	 8.0347363e-015	     -2.0943990	  -0.0063214256	   0.0024576536	   0.0039623734	  -0.0064200270	   0.0063214256	-2.7015551e-013	  0.00076850387	  0.00076850367	 -0.00076850376	 7.1780629e-013	 3.3078915e-013	-4.1732156e-012
6         	   0.0050000000	     0.76649249	    -0.37789542	      2.2941598	     -1.9162644	     0.28070119	-9.8157185e-015	    -0.20799744	     0.17507606	    0.069997440	      1.5707963	 8.0980469e-015	     -2.0943990	   -0.010253471	   0.0039866392	   0.0064269023	   -0.010413541	    0.010253471	 1.1983098e-012	   0.0012465282	   0.0012465279	  -0.0012465280	-1.2900031e-011	-1.0822901e-011	 1.9460527e-012
7         	   0.0060000000	     0.76647735	    -0.37788954	      2.2941693	     -1.9162798	     0.28071632	-9.6953667e-015	    -0.20799560	     0.17507790	    0.069995600	      1.5707963	 8.0129032e-015	     -2.0943990	   -0.015324053	   0.0059587379	   0.0096048448	   -0.015563583	    0.015324053	 1.3542292e-012	   0.0018629671	   0.0018629658	  -0.0018629663	-3.7563774e-013	 1.4445945e-012	 3.6254506e-012
8         	   0.0070000000	     0.76645638	    -0.37788138	      2.2941824	     -1.9163011	     0.28073730	-9.7737048e-015	    -0.20799305	     0.17508045	    0.069993050	      1.5707963	 7.9710767e-015	     -2.0943990	   -0.021053925	   0.0081879737	    0.013195626	   -0.021383600	    0.021053925	 1.4942319e-012	   0.0025595574	   0.0025595567	  -0.0025595570	 3.0315671e-012	 4.9117908e-012	 1.4187349e-011
9         	   0.0080000000	     0.76642866	    -0.37787060	      2.2941998	     -1.9163292	     0.28076502	-9.7871731e-015	    -0.20798968	     0.17508382	    0.069989680	      1.5707963	 8.0326458e-015	     -2.0943990	   -0.027694970	    0.010772761	    0.017356882	   -0.028129643	    0.027694970	 9.6696343e-013	   0.0033669221	   0.0033669224	  -0.0033669223	-6.8542691e-013	 6.2968633e-013	 4.0270599e-012
10        	   0.0090000000	     0.76639329	    -0.37785684	      2.2942220	     -1.9163651	     0.28080039	-9.7672303e-015	    -0.20798538	     0.17508812	    0.069985380	      1.5707963	 7.9555014e-015	     -2.0943990	   -0.035397537	    0.013772227	    0.022182512	   -0.035954739	    0.035397537	-1.2833473e-012	   0.0043033418	   0.0043033414	  -0.0043033416	-1.3210324e-011	-1.4429282e-011	-7.0528999e-013
