0.0000000	0.7665135	-0.3766214	2.2949145	-1.9182931	0.2806802	0.0000000	-0.2080530	0.1751286	0.0697824	1.5707963	-0.0000000	-2.0943990	-0.0001644	0.0000643	0.0001029	-0.0001673	0.0001644	0.0000000	0.0000208	0.0000210	-0.0000205	-0.0000000	0.0000000	-0.0000000	
0.0010000	0.7665134	-0.3779056	2.2941480	-1.9162425	0.2806803	0.0000000	-0.2079998	0.1750733	0.0700000	1.5707963	0.0000000	-2.0943990	-0.0001645	0.0000640	0.0001031	-0.0001671	0.0001645	-0.0000000	0.0000200	0.0000200	-0.0000200	0.0000000	-0.0000000	0.0000000	
0.0020000	0.7665122	-0.3779031	2.2941475	-1.9162444	0.2806815	0.0000000	-0.2079998	0.1750737	0.0699998	1.5707963	0.0000000	-2.0943990	-0.0012339	0.0004797	0.0007735	-0.0012532	0.0012339	-0.0000000	0.0001500	0.0001500	-0.0001500	-0.0000000	0.0000000	-0.0000000	
0.0030000	0.7665090	-0.3779018	2.2941495	-1.9162477	0.2806847	0.0000000	-0.2079994	0.1750741	0.0699994	1.5707963	-0.0000000	-2.0943990	-0.0032061	0.0012464	0.0020096	-0.0032561	0.0032061	0.0000000	0.0003898	0.0003898	-0.0003898	0.0000000	0.0000000	-0.0000000	
0.0040000	0.7665027	-0.3778994	2.2941534	-1.9162541	0.2806909	0.0000000	-0.2079987	0.1750748	0.0699987	1.5707963	0.0000000	-2.0943990	-0.0063214	0.0024577	0.0039624	-0.0064200	0.0063214	0.0000000	0.0007685	0.0007685	-0.0007685	0.0000000	0.0000000	-0.0000000	
0.0050000	0.7664925	-0.3778954	2.2941598	-1.9162644	0.2807012	0.0000000	-0.2079974	0.1750761	0.0699974	1.5707963	-0.0000000	-2.0943990	-0.0102535	0.0039866	0.0064269	-0.0104135	0.0102535	-0.0000000	0.0012465	0.0012466	-0.0012465	0.0000000	0.0000000	-0.0000000	
0.0060000	0.7664774	-0.3778895	2.2941693	-1.9162798	0.2807163	0.0000000	-0.2079956	0.1750779	0.0699956	1.5707963	-0.0000000	-2.0943990	-0.0153241	0.0059587	0.0096048	-0.0155636	0.0153241	0.0000000	0.0018629	0.0018630	-0.0018630	-0.0000000	0.0000000	-0.0000000	
0.0070000	0.7664564	-0.3778814	2.2941825	-1.9163011	0.2807373	0.0000000	-0.2079930	0.1750805	0.0699930	1.5707963	0.0000000	-2.0943990	-0.0210539	0.0081880	0.0131956	-0.0213836	0.0210539	-0.0000000	0.0025595	0.0025597	-0.0025596	-0.0000000	0.0000000	-0.0000000	
0.0080000	0.7664287	-0.3778706	2.2941999	-1.9163293	0.2807650	0.0000000	-0.2079897	0.1750838	0.0699897	1.5707963	0.0000000	-2.0943990	-0.0276950	0.0107728	0.0173569	-0.0281296	0.0276950	-0.0000000	0.0033668	0.0033671	-0.0033669	0.0000000	0.0000000	-0.0000000	
0.0090000	0.7663933	-0.3778568	2.2942220	-1.9163652	0.2808004	0.0000000	-0.2079854	0.1750881	0.0699854	1.5707963	-0.0000000	-2.0943990	-0.0353975	0.0137722	0.0221825	-0.0359547	0.0353975	0.0000000	0.0043031	0.0043036	-0.0043034	0.0000000	0.0000000	-0.0000000	
0.0100000	0.7663495	-0.3778398	2.2942495	-1.9164097	0.2808442	0.0000000	-0.2079800	0.1750934	0.0699801	1.5707963	-0.0000000	-2.0943990	-0.0437724	0.0170358	0.0274282	-0.0444640	0.0437724	0.0000000	0.0053211	0.0053219	-0.0053216	0.0000000	0.0000000	-0.0000000	
0.0110000	0.7662963	-0.3778191	2.2942828	-1.9164637	0.2808974	0.0000000	-0.2079736	0.1750999	0.0699736	1.5707963	-0.0000000	-2.0943990	-0.0532647	0.0207376	0.0333723	-0.0541099	0.0532647	-0.0000000	0.0064749	0.0064761	-0.0064756	0.0000000	0.0000000	-0.0000000	
0.0120000	0.7662330	-0.3777944	2.2943225	-1.9165281	0.2809607	0.0000000	-0.2079659	0.1751076	0.0699659	1.5707963	0.0000000	-2.0943990	-0.0633613	0.0246792	0.0396928	-0.0643720	0.0633613	0.0000000	0.0077021	0.0077039	-0.0077031	0.0000000	0.0000000	-0.0000000	
0.0130000	0.7661587	-0.3777655	2.2943690	-1.9166035	0.2810349	0.0000000	-0.2079569	0.1751166	0.0699569	1.5707963	0.0000000	-2.0943990	-0.0744257	0.0290035	0.0466166	-0.0756202	0.0744257	-0.0000000	0.0090469	0.0090494	-0.0090483	0.0000000	0.0000000	-0.0000000	
0.0140000	0.7660727	-0.3777320	2.2944228	-1.9166909	0.2811209	0.0000000	-0.2079464	0.1751271	0.0699464	1.5707963	0.0000000	-2.0943990	-0.0859387	0.0335099	0.0538178	-0.0873276	0.0859387	-0.0000000	0.0104462	0.0104495	-0.0104481	0.0000000	0.0000000	-0.0000000	
0.0150000	0.7659743	-0.3776936	2.2944845	-1.9167909	0.2812194	0.0000000	-0.2079344	0.1751391	0.0699344	1.5707963	0.0000000	-2.0943990	-0.0986299	0.0384843	0.0617523	-0.1002366	0.0986299	-0.0000000	0.0119887	0.0119929	-0.0119911	0.0000000	0.0000000	-0.0000000	
0.0160000	0.7658626	-0.3776500	2.2945544	-1.9169044	0.2813310	0.0000000	-0.2079209	0.1751526	0.0699209	1.5707963	0.0000000	-2.0943990	-0.1115992	0.0435781	0.0698555	-0.1134335	0.1115992	-0.0000000	0.0135649	0.0135703	-0.0135680	0.0000000	0.0000000	-0.0000000	
